"Car_Name","Price","Mileage","Fuel","Gearbox","Year","Voivodeship"
"Opel Insignia CT 2.0 T 4x4","34 000","172 000 km","Benzyna","Automatyczna","2015","Małopolskie"
"Opel Corsa 1.4 T Enjoy S&S","26 900","139 000 km","Benzyna","Manualna","2015","Pomorskie"
"Opel Mokka X 1.6 D Start/Stop Ultimate","39 900","192 000 km","Diesel","Manualna","2018","Śląskie"
"Opel Grandland X 2.0 CDTI Elite S&S","69 900","170 100 km","Diesel","Automatyczna","2020","Pomorskie"
"Opel Corsa 1.2 Yes S&S","76 900","1 km","Benzyna","Manualna","2025","Śląskie"
"Opel Astra II 1.8 Sport","4 900","207 000 km","Benzyna+LPG","Manualna","1999","Śląskie"
"Opel Astra 1.6","16 400","177 000 km","Benzyna","Manualna","2010","Mazowieckie"
"Opel Grandland X 1.5 CDTI Edition Business Pack S&S","56 900","119 170 km","Diesel","Automatyczna","2019","Wielkopolskie"
"Opel Astra","3 900","338 000 km","Diesel","Manualna","2009","Mazowieckie"
"Opel Astra","24 000","229 000 km","Diesel","Manualna","2017","Łódzkie"
"Opel Insignia","22 900","190 000 km","Diesel","Manualna","2011","Mazowieckie"
"Opel Corsa","34 000","59 214 km","Benzyna","Manualna","2015","Łódzkie"
"Opel Astra 1.4 Turbo Innovation","36 990","107 300 km","Benzyna","Manualna","2015","Wielkopolskie"
"Opel Adam","23 900","138 000 km","Benzyna","Manualna","2013","Podkarpackie"
"Opel Insignia 1.5 T Enjoy S&S","55 500","85 000 km","Benzyna","Manualna","2017","Łódzkie"
"Opel Astra V 1.0 T Enjoy S&S","26 900","118 000 km","Benzyna","Manualna","2015","Łódzkie"
"Opel Vivaro","39 900","296 000 km","Diesel","Manualna","2015","Wielkopolskie"
"Opel Vivaro","10 000","220 000 km","Diesel","Manualna","2014","Zachodniopomorskie"
"Opel Astra 1.7 CDTI DPF Active","14 800","254 000 km","Diesel","Manualna","2013","Małopolskie"
"Opel Insignia","32 000","114 844 km","Diesel","Manualna","2013","Łódzkie"
"Opel Mokka 1.4 T Cosmo","33 500","227 000 km","Benzyna","Manualna","2015","Świętokrzyskie"
"Opel Astra","25 000","238 804 km","Benzyna","Manualna","2015","Łódzkie"
"Opel Astra","4 300","247 000 km","Benzyna","Manualna","2003","Świętokrzyskie"
"Opel Insignia ver-2-0-cdti-elite-s-s","56 900","180 000 km","Diesel","Manualna","2017","Pomorskie"
"Opel Insignia 2.0 CDTI","33 800","116 000 km","Diesel","Manualna","2015","Kujawsko-pomorskie"
"Opel Astra","20 000","156 088 km","Benzyna","Manualna","2012","Mazowieckie"
"Opel Insignia Grand Sport 2.0 Diesel Automatik GS Line Plus","74 900","148 000 km","Diesel","Automatyczna","2022","Łódzkie"
"Opel Mokka","120 990","5 km","Benzyna","Automatyczna","2025","Zachodniopomorskie"
"Opel Insignia Sports Tourer 1.5 Direct Inj Turbo Ultimate Exclusive","33 900","78 000 km","Benzyna","Automatyczna","2019","Śląskie"
"Opel Corsa 1.4 T Cosmo S&S","35 900","151 515 km","Benzyna","Manualna","2014","Śląskie"
"Opel Astra","29 200","205 000 km","Diesel","Manualna","2016","Łódzkie"
"Opel Mokka 1.2 T mHEV GS S&S eDTC6","123 500","3 km","Hybryda","Automatyczna","2025","Mazowieckie"
"Opel Insignia 2.0 CDTI automatik Innovation","51 900","183 000 km","Diesel","Automatyczna","2019","Kujawsko-pomorskie"
"Opel Insignia 2.0 CDTI Sports Tourer ecoFLEXStart/Stop Innovation","29 700","276 000 km","Diesel","Manualna","2014","Mazowieckie"
"Opel Astra","84 996","38 381 km","Benzyna","Automatyczna","2024","Małopolskie"
"Opel Astra IV 1.4 T Sport","17 999","200 000 km","Benzyna","Manualna","2011","Lubuskie"
"Opel Corsa 1.3 CDTI Edition 150","16 900","89 000 km","Diesel","Manualna","2013","Wielkopolskie"
"Opel Astra V 1.6 CDTI Enjoy S&S","49 800","98 000 km","Diesel","Manualna","2019","Śląskie"
"Opel Insignia","38 000","109 403 km","Diesel","Manualna","2016","Małopolskie"
"Opel Corsa 1.2 Edition S&S","49 900","53 575 km","Benzyna","Manualna","2022","Wielkopolskie"
"Opel Mokka 1.4 T Enjoy S&S","56 900","96 597 km","Benzyna","Manualna","2018","Wielkopolskie"
"Opel Meriva","19 900","180 000 km","Benzyna","Manualna","2011","Małopolskie"
"Opel Zafira 1.4 T Cosmo","36 800","93 000 km","Benzyna","Automatyczna","2012","Lubuskie"
"Opel Astra IV 2.0 CDTI Sport","17 000","303 000 km","Diesel","Automatyczna","2011","Lubuskie"
"Opel Grandland X","89 999","89 720 km","Hybryda","Automatyczna","2020","Pomorskie"
"Opel Zafira 1.7 CDTI Cosmo","8 999","312 777 km","Diesel","Manualna","2009","Małopolskie"
"Opel Astra","39 998","68 546 km","Benzyna","Manualna","2020","Małopolskie"
"Opel Astra V 1.5 CDTI Edition S&S","36 900","176 460 km","Diesel","Manualna","2021","Małopolskie"
"Opel Corsa 1.4 16V Satellite","9 999","72 000 km","Benzyna","Manualna","2011","Zachodniopomorskie"
"Opel Astra IV 1.6 T Cosmo","17 900","262 500 km","Benzyna","Manualna","2011","Małopolskie"
"Opel Insignia","59 999","72 000 km","Diesel","Automatyczna","2017","Wielkopolskie"
"Opel Insignia","19 900","283 454 km","Diesel","Manualna","2011","Wielkopolskie"
"Opel Corsa 1.4 16V EcoFLEX Start-Stop Innovation","15 900","169 000 km","Benzyna","Manualna","2012","Śląskie"
"Opel Crossland","48 900","95 000 km","Benzyna","Manualna","2021","Dolnośląskie"
"Opel Corsa","47 900","45 000 km","Benzyna","Manualna","2023","Dolnośląskie"
"Opel Astra 1.4 Turbo Sports Tourer Dynamic","49 900","60 784 km","Benzyna","Manualna","2017","Mazowieckie"
"Opel Grandland X","50 000","130 159 km","Benzyna","Manualna","2019","Wielkopolskie"
"Opel Corsa","47 000","48 581 km","Benzyna","Manualna","2022","Dolnośląskie"
"Opel Insignia","23 500","207 014 km","Diesel","Manualna","2013","Wielkopolskie"
"Opel Crossland X","35 500","54 083 km","Benzyna","Manualna","2018","Mazowieckie"
"Opel Astra","44 000","84 042 km","Benzyna","Manualna","2017","Dolnośląskie"
"Opel Astra","32 000","73 606 km","Benzyna","Manualna","2015","Mazowieckie"
"Opel Corsa","54 000","48 503 km","Benzyna","Automatyczna","2020","Mazowieckie"
"Opel Vectra","3 900","287 000 km","Benzyna+LPG","Manualna","2006","Wielkopolskie"
"Opel Insignia 2.0 CDTI Business Elegance S&S","69 900","189 000 km","Diesel","Automatyczna","2022","Podlaskie"
"Opel Astra","38 200","207 725 km","Diesel","Manualna","2019","Małopolskie"
"Opel Corsa 1.2 16V Enjoy Easytronic","16 500","141 870 km","Benzyna","Automatyczna","2009","Mazowieckie"
"Opel Astra","34 000","155 551 km","Benzyna+LPG","Manualna","2016","Wielkopolskie"
"Opel Corsa 1.4 Turbo ecoFLEX Start/Stop Active","30 900","132 937 km","Benzyna","Manualna","2017","Śląskie"
"Opel Corsa 1.2 Elegance S&S","53 900","59 000 km","Benzyna","Automatyczna","2022","Śląskie"
"Opel Agila 1.0 ecoFLEX","12 900","80 000 km","Benzyna","Manualna","2014","Zachodniopomorskie"
"Opel Astra 1.4 Turbo Innovation","39 900","157 000 km","Benzyna","Manualna","2017","Mazowieckie"
"Opel Corsa 1.4 16V Energy","22 900","85 000 km","Benzyna","Manualna","2014","Pomorskie"
"Opel Vivaro DTI Tour","27 000","298 000 km","Diesel","Manualna","2003","Wielkopolskie"
"Opel Astra 1.6 D (CDTI) Start/Stop Innovation","34 999","169 033 km","Diesel","Manualna","2017","Małopolskie"
"Opel Insignia","12 500","267 011 km","Diesel","Manualna","2013","Dolnośląskie"
"Opel Mokka 1.4 T Cosmo EU6","44 900","111 000 km","Benzyna","Manualna","2015","Śląskie"
"Opel Astra 1.4 Turbo Innovation","32 999","221 000 km","Benzyna","Manualna","2016","Śląskie"
"Opel Insignia 2.0 CDTI Exclusive S&S","62 990","140 000 km","Diesel","Manualna","2019","Łódzkie"
"Opel Astra V 1.0 T Enjoy S&S","38 745","127 415 km","Benzyna","Manualna","2019","Mazowieckie"
"Opel Combo 1.4 L1H1 Selection","19 900","206 000 km","Benzyna+LPG","Manualna","2013","Wielkopolskie"
"Opel Mokka","103 990","5 km","Benzyna","Automatyczna","2025","Zachodniopomorskie"
"Opel Insignia 2.0 CDTI Cosmo","17 000","265 300 km","Diesel","Manualna","2010","Lubelskie"
"Opel Astra IV 1.6 Cosmo","22 500","101 000 km","Benzyna","Automatyczna","2011","Warmińsko-mazurskie"
"Opel Corsa","36 497","92 815 km","Benzyna","Manualna","2019","Dolnośląskie"
"Opel Zafira 2.2 Cosmo","9 900","230 000 km","Benzyna","Manualna","2007","Śląskie"
"Opel Corsa","6 765","203 200 km","Benzyna","Manualna","2007","Śląskie"
"Opel Corsa 1.4 16V Color Elegance","21 900","181 303 km","Benzyna","Manualna","2012","Podkarpackie"
"Opel Insignia 2.0 CDTI Cosmo","13 900","256 000 km","Diesel","Manualna","2009","Zachodniopomorskie"
"Opel Crossland X","60 000","8 900 km","Benzyna","Manualna","2024","Pomorskie"
"Opel Zafira 1.6 Cosmo","10 900","222 000 km","Benzyna","Manualna","2009","Wielkopolskie"
"Opel Grandland X 1.6 D Start/Stop INNOVATION","59 900","140 000 km","Diesel","Manualna","2018","Mazowieckie"
"Opel Corsa 1.2 Start/Stop Edition","57 900","16 000 km","Benzyna","Manualna","2024","Śląskie"
"Opel Zafira Tourer 1.6 CDTI ecoFLEX Start/Stop Business Edition","15 900","267 000 km","Diesel","Manualna","2015","Mazowieckie"
"Opel Mokka","40 900","108 000 km","Benzyna","Manualna","2014","Kujawsko-pomorskie"
"Opel Insignia 2.0 CDTI Business Elegance S&S","63 900","187 000 km","Diesel","Manualna","2020","Mazowieckie"
"Opel Insignia","28 000","277 945 km","Diesel","Automatyczna","2016","Mazowieckie"
"Opel Corsa","32 000","78 556 km","Benzyna","Manualna","2017","Mazowieckie"
"Opel Zafira 1.8","12 500","166 000 km","Benzyna","Manualna","2006","Opolskie"
"Opel Mokka 1.4 T Cosmo S&S 4x4","40 900","114 000 km","Benzyna","Manualna","2013","Mazowieckie"
"Opel Astra","23 800","178 914 km","Benzyna","Manualna","2011","Łódzkie"
"Opel Astra","27 900","167 013 km","Diesel","Manualna","2016","Łódzkie"
"Opel Astra 1.4 Turbo 150 Jahre","17 900","180 000 km","Benzyna","Manualna","2012","Kujawsko-pomorskie"
"Opel Insignia 1.4 Turbo Sports Tourer ecoFLEXStart/Stop Design Edition","31 500","150 800 km","Benzyna","Manualna","2014","Lubuskie"
"Opel Insignia 1.4 T Edition S&S","21 700","208 000 km","Benzyna","Manualna","2011","Śląskie"
"Opel Corsa 1.4 (ecoFLEX) Start/Stop Color Edition","34 900","118 155 km","Benzyna","Manualna","2018","Mazowieckie"
"Opel Meriva","16 000","179 075 km","Benzyna","Manualna","2010","Mazowieckie"
"Opel Astra III 1.3 CDTI Elegance","2 800","201 576 km","Diesel","Manualna","2006","Dolnośląskie"
"Opel Astra","39 900","63 447 km","Benzyna","Manualna","2021","Wielkopolskie"
"Opel Vivaro 2.0 CDTI L2H1","39 800","332 000 km","Diesel","Manualna","2012","Mazowieckie"
"Opel Adam","27 900","137 000 km","Benzyna","Manualna","2014","Łódzkie"
"Opel Astra V 1.4 T Enjoy S&S","55 000","79 000 km","Benzyna","Automatyczna","2019","Dolnośląskie"
"Opel Corsa 1.2 16V Edition / Active","11 999","250 000 km","Benzyna","Manualna","2013","Śląskie"
"Opel Vectra 1.8 GTS","9 900","261 200 km","Benzyna","Manualna","2007","Mazowieckie"
"Opel Astra 1.6 D (CDTI) Start/Stop Sports Tourer Dynamic","26 900","236 057 km","Diesel","Manualna","2017","Pomorskie"
"Opel Corsa 1.2 Edition S&S","85 400","2 km","Benzyna","Automatyczna","2025","Kujawsko-pomorskie"
"Opel Astra 1.4 Selection","37 900","81 000 km","Benzyna","Manualna","2016","Lubuskie"
"Opel Zafira 1.8 Catch me","9 500","194 674 km","Benzyna","Manualna","2006","Śląskie"
"Opel Corsa 1.3 CDTI Cosmo","6 900","225 000 km","Diesel","Manualna","2007","Mazowieckie"
"Opel Crossland X","39 500","40 000 km","Benzyna","Manualna","2020","Małopolskie"
"Opel Grandland X","67 700","146 781 km","Diesel","Automatyczna","2023","Opolskie"
"Opel Vectra 1.6 Elegance","8 900","227 000 km","Benzyna","Manualna","2007","Zachodniopomorskie"
"Opel Mokka 1.4 T Enjoy","44 900","143 600 km","Benzyna","Manualna","2018","Podkarpackie"
"Opel Astra 1.7 CDTI DPF Cosmo","15 800","146 000 km","Diesel","Manualna","2010","Łódzkie"
"Opel Mokka 1.4 Turbo ecoFLEX Start/Stop Edition","42 800","134 000 km","Benzyna","Manualna","2015","Podkarpackie"
"Opel Astra IV 1.7 CDTI Sport","13 500","347 000 km","Diesel","Manualna","2011","Małopolskie"
"Opel Adam","28 900","78 254 km","Benzyna","Manualna","2014","Pomorskie"
"Opel Corsa","12 600","158 465 km","Benzyna","Automatyczna","2009","Wielkopolskie"
"Opel Mokka 1.4 T Cosmo","45 900","116 442 km","Benzyna+LPG","Manualna","2018","Małopolskie"
"Opel Frontera 1.2 T mHEV GS eDTC6","102 500","2 km","Hybryda","Automatyczna","2025","Małopolskie"
"Opel Insignia 2.8 V6 Turbo Sports Tourer 4x4","27 000","189 000 km","Benzyna","Manualna","2009","Świętokrzyskie"
"Opel Mokka 1.4 Turbo ecoFLEX Start/Stop Color Innovation","41 999","179 550 km","Benzyna","Manualna","2015","Śląskie"
"Opel Astra 1.4 Turbo 150 Jahre","22 500","214 000 km","Benzyna","Manualna","2013","Mazowieckie"
"Opel Astra III 1.7 CDTI","13 600","308 460 km","Diesel","Manualna","2013","Mazowieckie"
"Opel Astra IV GTC 1.4 T Enjoy S&S","32 000","155 000 km","Benzyna+LPG","Manualna","2011","Łódzkie"
"Opel Astra","26 600","120 000 km","Diesel","Manualna","2016","Kujawsko-pomorskie"
"Opel Corsa 1.4 16V Color Edition","17 500","190 100 km","Benzyna","Manualna","2011","Warmińsko-mazurskie"
"Opel Combo","123 900","1 km","Diesel","Manualna","2025","Kujawsko-pomorskie"
"Opel Mokka","111 500","1 km","Benzyna","Automatyczna","2025","Kujawsko-pomorskie"
"Opel Astra VI 1.2 T Business Edition S&S","103 100","1 km","Benzyna","Manualna","2025","Kujawsko-pomorskie"
"Opel Grandland X 1.2 Start/Stop 2020","55 900","120 000 km","Benzyna","Manualna","2019","Pomorskie"
"Opel Astra 1.5 D Start/Stop Edition","42 900","112 000 km","Diesel","Manualna","2021","Świętokrzyskie"
"Opel Zafira","22 900","191 000 km","Benzyna","Manualna","2012","Śląskie"
"Opel Insignia","31 500","131 200 km","Benzyna","Manualna","2016","Małopolskie"
"Opel Astra 1.4 Turbo Sports Tourer Innovation","45 900","150 000 km","Benzyna","Manualna","2016","Śląskie"
"Opel Astra 1.4 Turbo Active","17 900","285 000 km","Benzyna","Manualna","2011","Małopolskie"
"Opel Zafira 1.4 T Cosmo","18 900","331 000 km","Benzyna+LPG","Manualna","2013","Małopolskie"
"Opel Corsa 1.2 16V Energy","4 900","171 251 km","Benzyna","Manualna","2005","Dolnośląskie"
"Opel Astra 1.4 Turbo Edition","17 900","135 120 km","Benzyna","Manualna","2010","Małopolskie"
"Opel Astra 1.6 Turbo Sport","23 500","194 863 km","Benzyna","Manualna","2010","Świętokrzyskie"
"Opel Corsa 1.2 Ultimate Pack S&S","66 900","54 390 km","Benzyna","Manualna","2022","Kujawsko-pomorskie"
"Opel Astra 1.7 CDTI DPF ecoFLEX Sports TourerStart/Stop","21 900","240 000 km","Diesel","Manualna","2012","Lubelskie"
"Opel Meriva","34 900","60 100 km","Benzyna","Manualna","2015","Pomorskie"
"Opel Crossland X 1.2 Enjoy","44 900","98 806 km","Benzyna","Manualna","2019","Dolnośląskie"
"Opel Tigra","4 500","298 000 km","Benzyna","Manualna","2006","Dolnośląskie"
"Opel Astra II 1.2 Start","2 999","180 000 km","Benzyna","Manualna","2002","Dolnośląskie"
"Opel Astra","6 900","219 000 km","Benzyna","Manualna","2008","Dolnośląskie"
"Opel Mokka","39 900","107 000 km","Benzyna","Manualna","2016","Mazowieckie"
"Opel Astra V 1.6 CDTI Enjoy S&S","32 800","147 833 km","Diesel","Manualna","2018","Śląskie"
"Opel Astra IV 1.4 T Cosmo","15 000","290 000 km","Benzyna","Manualna","2011","Łódzkie"
"Opel Insignia 2.0 CDTI Business Edition S&S","64 899","133 000 km","Diesel","Automatyczna","2021","Śląskie"
"Opel Corsa 1.3 CDTI 111","13 000","194 423 km","Diesel","Manualna","2010","Wielkopolskie"
"Opel Mokka 1.6 Cosmo S&S","31 800","170 700 km","Benzyna","Manualna","2013","Mazowieckie"
"Opel Astra","16 900","161 860 km","Benzyna+LPG","Manualna","2017","Podkarpackie"
"Opel Corsa 1.4 Enjoy","24 500","165 000 km","Benzyna","Manualna","2016","Wielkopolskie"
"Opel Mokka 1.5 CDTI Elegance S&S","64 900","179 800 km","Diesel","Manualna","2022","Zachodniopomorskie"
"Opel Mokka 1.4 T Cosmo S&S","36 900","140 000 km","Benzyna","Manualna","2014","Śląskie"
"Opel Astra","24 800","199 000 km","Benzyna","Manualna","2014","Warmińsko-mazurskie"
"Opel Meriva","25 000","170 297 km","Diesel","Manualna","2016","Pomorskie"
"Opel Grandland X 1.2 T Elite S&S","53 900","53 047 km","Benzyna","Automatyczna","2017","Śląskie"
"Opel Crossland 1.2 T Elegance","69 850","47 685 km","Benzyna","Automatyczna","2022","Śląskie"
"Opel Mokka 1.6 Enjoy S&S","31 900","209 000 km","Benzyna","Manualna","2013","Mazowieckie"
"Opel Grandland X 1.5 D Start/Stop Automatik Design Line","64 999","119 000 km","Diesel","Automatyczna","2020","Śląskie"
"Opel Astra V 1.2 T Edition S&S","47 850","67 241 km","Benzyna","Manualna","2020","Śląskie"
"Opel Astra 1.4 Turbo Business","43 900","71 978 km","Benzyna","Manualna","2016","Podlaskie"
"Opel Zafira 1.4 Turbo (ecoFLEX) Start/Stop Active","36 400","145 000 km","Benzyna","Manualna","2016","Śląskie"
"Opel Meriva 1.4 150 Jahre","19 900","114 000 km","Benzyna","Manualna","2012","Wielkopolskie"
"Opel Meriva 1.4 Active","18 900","210 000 km","Benzyna","Manualna","2010","Małopolskie"
"Opel Insignia 2.0 CDTI Executive S&S","53 900","209 000 km","Diesel","Manualna","2018","Dolnośląskie"
"Opel Insignia 2.0 CDTI Cosmo S&S","37 900","181 000 km","Diesel","Manualna","2015","Łódzkie"
"Opel Astra 1.4 Active","24 900","182 482 km","Benzyna","Manualna","2013","Mazowieckie"
"Opel Astra 1.4 Turbo Dynamic","39 900","125 627 km","Benzyna","Manualna","2016","Śląskie"
"Opel Mokka 1.4 T Cosmo","38 999","149 000 km","Benzyna","Manualna","2015","Podlaskie"
"Opel Zafira 1.4 T Cosmo EcoFLEX S&S","21 900","250 000 km","Benzyna","Manualna","2012","Pomorskie"
"Opel Crossland X","36 900","104 700 km","Benzyna","Manualna","2020","Świętokrzyskie"
"Opel Mokka 1.2 T Elegance S&S","63 900","78 665 km","Benzyna","Manualna","2021","Śląskie"
"Opel Mokka","34 900","194 639 km","Benzyna+LPG","Manualna","2014","Małopolskie"
"Opel Insignia","22 900","216 156 km","Benzyna","Manualna","2009","Małopolskie"
"Opel Insignia 1.5 T Exclusive S&S","62 999","79 950 km","Benzyna","Automatyczna","2017","Mazowieckie"
"Opel Corsa 1.2 drive","31 000","62 000 km","Benzyna","Manualna","2019","Śląskie"
"Opel Astra 1.5 D Start/Stop 2020","29 900","147 000 km","Diesel","Manualna","2020","Wielkopolskie"
"Opel Corsa 1.2 16V Essentia","13 500","185 000 km","Benzyna","Manualna","2012","Śląskie"
"Opel Combo Life XL 1.5 CDTI Edition S&S","44 900","65 528 km","Diesel","Manualna","2019","Mazowieckie"
"Opel Mokka X 1.4 Automatik Innovation","53 900","75 700 km","Benzyna","Automatyczna","2017","Pomorskie"
"Opel Insignia 2.0 CDTI S&S","29 300","205 300 km","Diesel","Manualna","2015","Pomorskie"
"Opel Insignia 1.4 T Edition S&S","20 500","293 000 km","Benzyna+LPG","Manualna","2011","Świętokrzyskie"
"Opel Agila 1.2 Edition","9 900","172 000 km","Benzyna","Manualna","2008","Wielkopolskie"
"Opel Astra V 1.2 T Edition S&S","36 900","202 500 km","Benzyna","Manualna","2020","Kujawsko-pomorskie"
"Opel Astra V 1.6 CDTI Elite S&S","36 500","189 183 km","Diesel","Manualna","2017","Świętokrzyskie"
"Opel Crossland X 1.2 Start/Stop Automatik Innovation","44 900","65 000 km","Benzyna","Automatyczna","2019","Podkarpackie"
"Opel Insignia","43 900","196 812 km","Diesel","Manualna","2017","Pomorskie"
"Opel Mokka 1.4 Turbo Automatik Edition","54 990","123 000 km","Benzyna","Automatyczna","2017","Warmińsko-mazurskie"
"Opel Vectra","8 900","138 000 km","Benzyna","Manualna","2004","Wielkopolskie"
"Opel Insignia","21 000","279 806 km","Diesel","Automatyczna","2013","Pomorskie"
"Opel Mokka 1.6 Cosmo S&S","37 900","222 000 km","Benzyna","Manualna","2013","Łódzkie"
"Opel Insignia","24 000","130 000 km","Diesel","Automatyczna","2016","Mazowieckie"
"Opel Crossland 1.2 Edition","19 900","66 000 km","Benzyna","Manualna","2021","Śląskie"
"Opel Corsa 1.4 Enjoy S&S Easytronic","31 900","102 108 km","Benzyna","Automatyczna","2016","Śląskie"
"Opel Insignia 1.6 CDTI Sport","26 900","197 867 km","Diesel","Automatyczna","2016","Warmińsko-mazurskie"
"Opel Astra 1.4 Turbo Sports Tourer 120 Jahre","41 800","69 000 km","Benzyna","Manualna","2017","Mazowieckie"
"Opel Mokka X 1.4 T Design Line S&S","50 900","108 000 km","Benzyna","Manualna","2019","Świętokrzyskie"
